wi,wh,num connections,train time(us),train mse,test time(us),test mse
001010001,110,5,0:00:06.997535,104.881163048,0:00:00.003008,10.8003371995
001010010,000,3,0:00:07.718776,120.144371772,0:00:00.002805,12.564379617
001010010,010,4,0:00:05.474548,68.4077742078,0:00:00.002852,7.17247243643
001010010,001,4,0:00:06.437687,85.8484544603,0:00:00.002887,9.47252327073
001010010,101,5,0:00:03.238016,85.8484547163,0:00:00.002870,9.47252652252
001010010,011,5,0:00:05.406162,68.5684870138,0:00:00.002926,7.17459488091
001010010,100,4,0:00:05.517885,120.144371772,0:00:00.002839,12.564379617
001010011,000,4,0:00:05.641391,120.144371772,0:00:00.002926,12.564379617
001010010,111,6,0:00:05.995300,68.6002999569,0:00:00.002975,7.16956333358
001010011,001,5,0:00:05.729430,68.4754776097,0:00:00.013848,7.16982620855
001010011,011,6,0:00:06.493379,67.8454436108,0:00:00.002999,7.13174737748
001010010,110,5,0:00:09.770712,68.869512811,0:00:00.002894,7.16948809911
001010011,010,5,0:00:08.079769,68.241462568,0:00:00.002817,7.17247228795
001010100,000,3,0:00:04.124427,120.144371772,0:00:00.003186,12.564379617
001010011,100,5,0:00:07.993532,120.144371772,0:00:00.002641,12.564379617
001010011,101,6,0:00:08.230966,68.6674271965,0:00:00.002908,7.16768570168
001010011,110,6,0:00:07.250848,68.9099951553,0:00:00.117312,7.17169904529
001010011,111,7,0:00:06.850515,67.8454460494,0:00:00.002911,7.1316899372
001010100,010,4,0:00:05.907857,104.881163048,0:00:00.002966,10.8003371995
001010100,101,5,0:00:04.723356,67.91658317,0:00:00.002844,7.14991087976
001010100,001,4,0:00:08.664848,85.84845429,0:00:00.333219,9.47252420511
001010100,100,4,0:00:06.688221,67.9958922232,0:00:00.002921,7.14950516702
 001010100,011,5,0:00:07.589618,85.8378984079,0:00:00.002847,8.80249110756
001010101,001,5,0:00:04.993920,68.9378007405,0:00:00.002967,7.17247532088
001010101,000,4,0:00:06.174798,120.144371772,0:00:00.002879,12.564379617
001010100,110,5,0:00:08.041429,67.9320501347,0:00:00.032082,7.15211198237
001010100,111,6,0:00:07.393235,67.9166245047,0:00:00.002882,7.14998618126
001010101,010,5,0:00:07.032973,104.881163048,0:00:00.002862,10.8003371995
001010101,100,5,0:00:05.668307,67.9958922338,0:00:00.033868,7.14950526475
001010101,011,6,0:00:07.381286,68.2266692086,0:00:00.002927,7.17039488547
001010101,101,6,0:00:07.704684,67.9145991961,0:00:00.002913,7.14992374537
001010110,000,4,0:00:05.925179,120.144371772,0:00:00.013338,12.564379617
001010101,111,7,0:00:06.305696,67.9181951586,0:00:00.089169,7.1498306286
001010101,110,6,0:00:08.592684,67.9320502682,0:00:00.002751,7.15211185073
001010110,001,5,0:00:07.069573,85.8484546992,0:00:00.002745,9.47252554168
001010110,011,6,0:00:06.126209,68.2278264624,0:00:00.002861,7.17076610031
001010110,010,5,0:00:08.628384,68.4759302015,0:00:00.379339,7.17235136123
001010110,100,5,0:00:06.495157,67.9958922304,0:00:00.003053,7.14950523403
001010110,101,6,0:00:07.061719,67.9165828474,0:00:00.002927,7.14990908992
001010110,110,6,0:00:05.958697,67.9223570356,0:00:00.002834,7.1509159661
001010111,000,5,0:00:05.493334,120.144371772,0:00:00.002907,12.564379617
001010111,001,6,0:00:06.232159,68.9322146027,0:00:00.002988,7.17234391228
001010111,010,6,0:00:06.499799,68.6927768207,0:00:00.002919,7.17133162334
001010111,011,7,0:00:04.945441,67.8454505021,0:00:00.083202,7.13164717104
001010110,111,7,0:00:09.030744,67.9379108136,0:00:00.087294,7.14857387636
001010111,100,6,0:00:06.095119,67.9958922276,0:00:00.087989,7.14950520738
001011000,001,4,0:00:03.833584,99.8238354175,0:00:00.002809,10.4061770198
001010111,110,7,0:00:06.673698,67.9223576133,0:00:00.002893,7.15091454662
001010111,101,7,0:00:08.236453,67.9146387907,0:00:00.002832,7.14997099004
001011000,010,4,0:00:05.721231,104.881163048,0:00:00.046073,10.8003371995
001010111,111,8,0:00:08.137742,67.8457235696,0:00:00.003021,7.13171673388
001011000,000,3,0:00:08.039410,120.144371772,0:00:00.217444,12.564379617
001011000,100,4,0:00:05.743057,120.144371772,0:00:00.002766,12.564379617
001011000,011,5,0:00:07.047662,99.8238703547,0:00:00.002751,10.1455593661
001011000,101,5,0:00:06.831815,99.8238434381,0:00:00.002952,10.4450964368
001011001,010,5,0:00:04.174662,104.881163048,0:00:00.078817,10.8003371995
001011001,000,4,0:00:05.916627,120.144371772,0:00:00.002766,12.564379617
001011000,111,6,0:00:07.655843,85.8405472295,0:00:00.002771,9.15512061386
001011000,110,5,0:00:08.866637,104.881163048,0:00:00.002768,10.8003371995
001011001,001,5,0:00:08.027393,68.6749935506,0:00:00.002828,7.19638008661
001011001,100,5,0:00:07.755461,120.144371772,0:00:00.002902,12.564379617
001011001,011,6,0:00:09.489969,68.6749713634,0:00:00.002709,7.18868913045
 001011010,001,5,0:00:03.810199,85.8474295162,0:00:00.106519,8.86877135914
001011010,010,5,0:00:04.501819,68.6306409275,0:00:00.002866,7.16949580015
001011001,111,7,0:00:06.192120,68.6749683901,0:00:00.093839,7.18859526009
001011001,101,6,0:00:09.254381,68.6749574236,0:00:00.002868,7.18139968551
001011010,000,4,0:00:06.672231,120.144371772,0:00:00.300648,12.564379617
001011001,110,6,0:00:09.088365,104.881163048,0:00:00.002923,10.8003371995
001011010,111,7,0:00:04.822690,68.2425455109,0:00:00.002770,7.16667345014
001011010,100,5,0:00:07.136699,120.144371772,0:00:00.002823,12.564379617
001011010,110,6,0:00:05.227014,68.7433989933,0:00:00.002807,7.17122988174
001011010,011,6,0:00:08.088822,68.00587573,0:00:00.035857,7.17191298754
001011010,101,6,0:00:06.240189,99.8237770031,0:00:00.002936,10.2595625022
001011011,001,6,0:00:05.229667,68.6750045138,0:00:00.002916,7.19290775862
001011011,000,5,0:00:06.747695,120.144371772,0:00:00.002866,12.564379617
001011011,011,7,0:00:06.337085,67.8453757456,0:00:00.002832,7.13196495
001011011,111,8,0:00:03.399547,67.845402106,0:00:00.002786,7.13189405342
001011011,010,6,0:00:10.242662,68.650732188,0:00:00.042357,7.16898585942
001011011,101,7,0:00:06.420173,69.0374738961,0:00:00.002717,7.20184514466
001011011,100,6,0:00:07.162356,120.144371772,0:00:00.059634,12.564379617
001011011,110,7,0:00:06.885776,68.4314707206,0:00:00.096137,7.17187535427
001011100,010,5,0:00:06.553663,104.881163048,0:00:00.022079,10.8003371995
001011100,000,4,0:00:08.715071,120.144371772,0:00:00.002850,12.564379617
 001011100,001,5,0:00:08.604986,99.8237837495,0:00:00.002953,10.323549167
001011100,011,6,0:00:06.858895,85.8406028914,0:00:00.002875,9.22413968615
001011101,000,5,0:00:05.393116,120.144371772,0:00:00.002906,12.564379617
001011100,110,6,0:00:05.813820,67.9320502144,0:00:00.002920,7.15211190373
 001011100,100,5,0:00:08.352916,67.9958922091,0:00:00.002905,7.14950503502
001011101,001,6,0:00:04.433679,68.6749652645,0:00:00.254308,7.1679855798
001011100,101,6,0:00:07.176028,67.9160186325,0:00:00.002812,7.14896300975
001011100,111,7,0:00:08.183542,67.9160502296,0:00:00.089156,7.1489673819
001011101,010,6,0:00:06.700467,104.881163048,0:00:00.073854,10.8003371995
001011101,011,7,0:00:07.118537,69.0375750113,0:00:00.002905,7.20513230851
001011101,100,6,0:00:09.330050,67.9958922329,0:00:00.002884,7.14950525682
 001011101,111,8,0:00:06.012194,67.9430174259,0:00:00.002946,7.14709914014
001011101,110,7,0:00:06.358923,67.9320496634,0:00:00.002858,7.15211245159
001011110,000,5,0:00:06.498964,120.144371772,0:00:00.002763,12.564379617
001011110,001,6,0:00:06.843598,99.8238540021,0:00:00.002838,10.4414482055
001011110,010,6,0:00:05.731486,68.0460521306,0:00:00.002948,7.17145298793
001011110,011,7,0:00:05.143721,68.4436102432,0:00:00.002711,7.17139697249
001011101,101,7,0:00:09.461063,67.916434469,0:00:00.002914,7.14923508608
001011110,101,7,0:00:05.391352,67.9160638687,0:00:00.002919,7.14896761472
001011110,100,6,0:00:07.745937,67.9958922368,0:00:00.003063,7.14950529252
001011111,001,7,0:00:04.889467,69.0377471626,0:00:00.002896,7.20219695122
001011111,010,7,0:00:04.987083,68.6930352945,0:00:00.002950,7.17110738575
 001011111,000,6,0:00:06.165311,120.144371772,0:00:00.003257,12.564379617
001011110,110,7,0:00:09.513674,67.9223598482,0:00:00.002876,7.15091059679
001011111,100,7,0:00:07.297495,67.9958922331,0:00:00.002951,7.14950525846
001011110,111,8,0:00:10.164552,67.9169711412,0:00:00.020742,7.14930082523
001011111,011,8,0:00:08.755592,67.8454021574,0:00:00.002970,7.13192994035
001100000,000,2,0:00:05.196826,120.144371772,0:00:00.002884,12.564379617
001011111,101,8,0:00:07.312009,67.9169910429,0:00:00.002963,7.1494462455
 001011111,111,9,0:00:06.587522,67.8455591044,0:00:00.002907,7.1318064607
001100000,001,3,0:00:06.574517,85.8484552979,0:00:00.002937,9.47252727596
001011111,110,8,0:00:08.487999,67.922370874,0:00:00.002902,7.15091091884
001100001,000,3,0:00:02.744013,120.144371772,0:00:00.002863,12.564379617
001100000,011,4,0:00:06.655238,85.8484544447,0:00:00.414110,9.47252303855
001100000,010,3,0:00:08.186352,120.144371772,0:00:00.098782,12.564379617
001100000,100,3,0:00:07.805120,104.881163048,0:00:00.098535,10.8003371995
001100000,101,4,0:00:07.560337,85.8378976817,0:00:00.002929,8.80229446155
001100000,111,5,0:00:05.991088,85.8378976424,0:00:00.002881,8.80228380445
001100001,010,4,0:00:06.026498,120.144371772,0:00:00.002789,12.564379617
001100000,110,4,0:00:08.599145,104.881163048,0:00:00.002919,10.8003371995
001100001,100,4,0:00:04.219895,104.881163048,0:00:00.002997,10.8003371995
001100001,001,4,0:00:08.341506,68.2672947607,0:00:00.002707,7.16837718079
001100001,011,5,0:00:06.450355,68.667298539,0:00:00.002927,7.16789577559
001100001,111,6,0:00:04.660948,68.6929434144,0:00:00.002885,7.16927122519
001100001,110,5,0:00:05.886037,104.881163048,0:00:00.002912,10.8003371995
001100001,101,5,0:00:07.241064,68.6895208291,0:00:00.003016,7.17045826884
 001100010,000,3,0:00:05.461661,120.144371772,0:00:00.434632,12.564379617
001100010,001,4,0:00:06.213728,85.8484546623,0:00:00.018520,9.4725253951
001100010,011,5,0:00:05.396781,67.9165823021,0:00:00.003225,7.14990572079
001100010,010,4,0:00:07.027750,67.995892195,0:00:00.002992,7.1495049034
001100010,100,4,0:00:07.685956,104.881163048,0:00:00.003249,10.8003371995
001100010,101,5,0:00:07.904423,85.8378981155,0:00:00.002741,8.80241209022
001100011,001,5,0:00:06.048258,68.690416255,0:00:00.002778,7.17079432615
001100010,111,6,0:00:07.612111,67.9165831288,0:00:00.165756,7.14991060727
001100010,110,5,0:00:08.608288,67.9320499742,0:00:00.002738,7.15211214134
001100011,000,4,0:00:08.006262,120.144371772,0:00:00.002917,12.564379617
001100011,010,5,0:00:05.920836,67.9958921982,0:00:00.002953,7.14950493362
001100011,100,5,0:00:05.535462,104.881163048,0:00:00.002804,10.8003371995
001100011,011,6,0:00:06.957582,67.914639937,0:00:00.002928,7.14997218568
001100011,111,7,0:00:06.036661,67.9146553098,0:00:00.002892,7.14996091157
001100100,001,4,0:00:05.120159,85.848454674,0:00:00.040494,9.4725257843
001100011,101,6,0:00:08.752121,68.8042963689,0:00:00.322887,7.16984672298
001100100,010,4,0:00:05.970061,120.144371772,0:00:00.002906,12.564379617
001100011,110,6,0:00:08.120006,67.9320498866,0:00:00.002900,7.15211222845
 001100100,000,3,0:00:06.711736,120.144371772,0:00:00.147202,12.564379617
001100100,011,5,0:00:06.328896,85.848454633,0:00:00.002935,9.47252588586
001100100,100,4,0:00:06.364567,68.6569138071,0:00:00.002907,7.16776024483
001100100,101,5,0:00:06.680673,68.4441162804,0:00:00.002860,7.16695242484
001100101,000,4,0:00:05.423900,120.144371772,0:00:00.002989,12.564379617
001100100,111,6,0:00:06.342939,68.6036255829,0:00:00.002972,7.16845615179
001100101,100,5,0:00:05.477703,68.6921819026,0:00:00.002880,7.17104584662
001100100,110,5,0:00:08.409383,69.0179306945,0:00:00.002869,7.17136090635
001100101,001,5,0:00:06.848613,68.2145590337,0:00:00.002837,7.16840722483
001100101,101,6,0:00:06.149166,67.8454493608,0:00:00.002924,7.13160392373
001100101,010,5,0:00:07.160839,120.144371772,0:00:00.002918,12.564379617
001100101,110,6,0:00:07.639665,69.0188024952,0:00:00.002937,7.17135418461
001100101,011,6,0:00:10.192211,68.316997732,0:00:00.002884,7.17113301109
001100110,001,5,0:00:04.739576,85.8484545845,0:00:00.002953,9.47252775665
001100110,010,5,0:00:05.663902,67.9958922308,0:00:00.002847,7.14950523726
001100110,000,4,0:00:07.674885,120.144371772,0:00:00.002898,12.564379617
001100110,011,6,0:00:06.572949,67.9165829695,0:00:00.007831,7.14990978251
001100101,111,7,0:00:08.884475,67.8454485392,0:00:00.002830,7.13160599088
001100110,100,5,0:00:06.794410,68.6910669898,0:00:00.002953,7.17112402923
001100110,110,6,0:00:04.928199,67.9223602092,0:00:00.002940,7.15089302333
001100110,101,6,0:00:08.505871,68.5431619152,0:00:00.002997,7.17085846493
001100111,010,6,0:00:03.246309,67.9958922368,0:00:00.002966,7.1495052927
001100110,111,7,0:00:06.931566,67.917014447,0:00:00.002982,7.15002242988
001100111,000,5,0:00:05.680095,120.144371772,0:00:00.002813,12.564379617
001100111,001,6,0:00:07.097468,68.6226155657,0:00:00.002906,7.16976362928
001100111,101,7,0:00:06.513424,67.8454468621,0:00:00.002814,7.13160459098
001100111,011,7,0:00:08.188163,67.9146151941,0:00:00.002897,7.14994479968
001101000,000,3,0:00:05.710605,120.144371772,0:00:00.002882,12.564379617
 001100111,110,7,0:00:07.511046,67.922356727,0:00:00.429163,7.15092648218
001100111,100,6,0:00:08.939369,68.9679143623,0:00:00.432308,7.17300978383
001100111,111,8,0:00:07.607679,67.8456206637,0:00:00.002951,7.13172892922
001101000,010,4,0:00:06.717200,120.144371772,0:00:00.002883,12.564379617
001101000,011,5,0:00:05.253028,85.8474796517,0:00:00.002842,8.99954349907
001101000,001,4,0:00:08.044902,99.8037463934,0:00:00.198231,9.98473189535
001101000,101,5,0:00:06.208066,99.8238202077,0:00:00.002846,10.1220767681
001101000,100,4,0:00:07.577329,104.881163048,0:00:00.067673,10.8003371995
 001101000,110,5,0:00:06.238502,104.881163048,0:00:00.002835,10.8003371995
001101001,000,4,0:00:05.429280,120.144371772,0:00:00.060965,12.564379617
 001101001,001,5,0:00:05.204356,68.6750789844,0:00:00.002850,7.20865757927
001101000,111,6,0:00:08.315524,99.8238403318,0:00:00.002907,10.4614739179
001101001,010,5,0:00:06.872412,120.144371772,0:00:00.002779,12.564379617
001101001,011,6,0:00:07.067570,68.6749527871,0:00:00.002938,7.17775446066
001101001,100,5,0:00:07.115819,104.881163048,0:00:00.415659,10.8003371995
001101001,101,6,0:00:06.663010,68.6750011881,0:00:00.002837,7.18974978696
001101001,111,7,0:00:06.379971,69.0373699833,0:00:00.002798,7.19422526296
001101001,110,6,0:00:07.322547,104.881163048,0:00:00.110337,10.8003371995
001101010,011,6,0:00:04.647593,67.9160130011,0:00:00.002952,7.14896311455
001101010,100,5,0:00:04.476428,104.881163048,0:00:00.002768,10.8003371995
001101010,000,4,0:00:07.752100,120.144371772,0:00:00.033047,12.564379617
001101010,010,5,0:00:06.194017,67.995892182,0:00:00.002946,7.14950478079
001101010,001,5,0:00:08.732988,85.8467632308,0:00:00.002742,8.75265716605
001101010,110,6,0:00:04.810865,67.9320498528,0:00:00.002831,7.15211226222
001101010,101,6,0:00:06.221237,85.840540605,0:00:00.034092,9.19633803786
001101011,000,5,0:00:05.798295,120.144371772,0:00:00.002861,12.564379617
001101010,111,7,0:00:06.953696,67.9160572764,0:00:00.002958,7.14896784326
001101011,010,6,0:00:06.079693,67.9958921857,0:00:00.078798,7.14950481557
 001101011,011,7,0:00:05.861769,67.9219280758,0:00:00.002740,7.15010679842
001101011,100,6,0:00:06.158940,104.881163048,0:00:00.002702,10.8003371995
001101011,001,6,0:00:07.372620,68.675073035,0:00:00.002984,7.18828285696
001101011,101,7,0:00:07.765963,69.0371293175,0:00:00.002830,7.18557166668
001101011,110,7,0:00:07.242297,67.9320503105,0:00:00.002970,7.15211180919
001101011,111,8,0:00:09.882549,67.9165761672,0:00:00.002887,7.14929817229
001101100,000,4,0:00:07.280272,120.144371772,0:00:00.033615,12.564379617
001101100,100,5,0:00:05.443135,67.9965374921,0:00:00.002716,7.17097617085
001101100,011,6,0:00:06.417239,85.8474969577,0:00:00.003683,8.99068447219
001101100,101,6,0:00:05.602717,68.4291084708,0:00:00.107284,7.17081210895
001101100,010,5,0:00:07.339533,120.144371772,0:00:00.002916,12.564379617
001101100,001,5,0:00:09.899194,99.8237928418,0:00:00.002733,10.1918090894
001101100,111,7,0:00:05.993908,68.5216619745,0:00:00.002966,7.17042210099
001101101,101,7,0:00:02.903698,67.8454016389,0:00:00.002721,7.13195802887
001101100,110,6,0:00:08.727621,68.9936175935,0:00:00.002836,7.17280344969
001101101,010,6,0:00:05.595922,120.144371772,0:00:00.002763,12.564379617
 001101101,000,5,0:00:06.674631,120.144371772,0:00:00.002777,12.564379617
001101101,001,6,0:00:08.237894,69.0377395915,0:00:00.002934,7.21522985192
001101101,110,7,0:00:05.843799,68.6924539507,0:00:00.002892,7.17115468251
 001101101,100,6,0:00:08.155434,68.6862787697,0:00:00.002893,7.17062529066
001101101,111,8,0:00:05.946919,67.8454031866,0:00:00.132776,7.13196266852
001101110,000,5,0:00:05.921658,120.144371772,0:00:00.002741,12.564379617
001101101,011,7,0:00:10.686560,68.674992648,0:00:00.002870,7.17686494
001101110,100,6,0:00:03.378985,68.5613464773,0:00:00.228651,7.1692886507
001101110,001,6,0:00:06.932228,85.8475409628,0:00:00.002807,9.08253499925
001101110,010,6,0:00:06.429959,67.9958922152,0:00:00.002998,7.14950509256
001101110,111,8,0:00:06.093636,67.9160297441,0:00:00.002922,7.14905186193
001101110,011,7,0:00:10.726619,67.9158894824,0:00:00.003248,7.14893774321
001101111,000,6,0:00:07.072727,120.144371772,0:00:00.002799,12.564379617
001101111,100,7,0:00:03.976207,68.6749659746,0:00:00.433794,7.18418842314
 001101110,110,7,0:00:08.251515,67.9223606007,0:00:00.002984,7.15090876149
001101111,001,7,0:00:06.582513,69.0375137107,0:00:00.002863,7.2075989635
001101110,101,7,0:00:09.244323,68.6076314825,0:00:00.002908,7.16796369873
001101111,011,8,0:00:06.661253,67.9167435641,0:00:00.002922,7.14935461977
001101111,010,7,0:00:07.801698,67.9958922287,0:00:00.002922,7.14950521825
001101111,101,8,0:00:06.777929,67.8454025105,0:00:00.002744,7.13190735505
001110000,001,4,0:00:04.331255,85.8484547762,0:00:00.016340,9.47252495228
001101111,110,8,0:00:06.638066,67.9223561402,0:00:00.002950,7.15092562014
001110000,010,4,0:00:05.147365,104.881163048,0:00:00.048543,10.8003371995
001110000,000,3,0:00:07.091873,120.144371772,0:00:00.002740,12.564379617
001110000,100,4,0:00:06.219203,104.881163048,0:00:00.064967,10.8003371995
001110000,011,5,0:00:07.450076,85.8378985383,0:00:00.003030,8.80252629765
 001101111,111,9,0:00:08.857410,67.8455044223,0:00:00.002822,7.13168147681
001110000,110,5,0:00:05.525142,104.791901981,0:00:00.002997,10.8022648369
001110000,101,5,0:00:07.905478,85.8378980804,0:00:00.002879,8.80240257396
001110001,000,4,0:00:05.489837,120.144371772,0:00:00.002822,12.564379617
001110000,111,6,0:00:07.694359,85.8378977394,0:00:00.002862,8.80231015351
001110001,001,5,0:00:07.321714,68.3632638455,0:00:00.002817,7.17287259669
001110001,010,5,0:00:07.475823,104.881163048,0:00:00.002886,10.8003371995
001110001,101,6,0:00:05.964145,68.4476339109,0:00:00.133206,7.16958132069
001110001,100,5,0:00:06.048708,104.881163048,0:00:00.002949,10.8003371995
001110001,011,6,0:00:07.128569,68.6081367542,0:00:00.114039,7.17063928343
001110001,111,7,0:00:05.300250,68.2891337618,0:00:00.002933,7.172943259
001110001,110,6,0:00:05.381728,104.791901981,0:00:00.003042,10.8022648369
001110010,010,5,0:00:04.510024,68.4352723928,0:00:00.002965,7.17328955564
001110010,001,5,0:00:06.336670,85.8484547849,0:00:00.155832,9.47252462606
001110010,000,4,0:00:09.803451,120.144371772,0:00:00.002822,12.564379617
001110010,100,5,0:00:06.625010,104.881163048,0:00:00.002857,10.8003371995
001110010,110,6,0:00:06.782905,68.6694105555,0:00:00.002952,7.16769695227
001110010,111,7,0:00:07.590165,68.6058142489,0:00:00.147110,7.17080550215
001110010,011,6,0:00:08.606119,68.6419035036,0:00:00.071802,7.16648806716
001110010,101,6,0:00:08.527632,85.8378979551,0:00:00.189626,8.80236864456
001110011,000,5,0:00:08.206801,120.144371772,0:00:00.002793,12.564379617
001110011,011,7,0:00:04.133497,67.8454477352,0:00:00.002981,7.13172799932
001110011,010,6,0:00:06.906515,68.6870477643,0:00:00.002890,7.17069445439
001110011,001,6,0:00:08.105554,68.669805291,0:00:00.002919,7.16853769646
001110100,000,4,0:00:04.458210,120.144371772,0:00:00.002891,12.564379617
001110011,101,7,0:00:06.734771,68.626474357,0:00:00.002885,7.16890175155
001110011,111,8,0:00:05.477885,67.8453714906,0:00:00.002953,7.13375787763
001110011,100,6,0:00:07.654945,104.881163048,0:00:00.002748,10.8003371995
001110100,001,5,0:00:06.894568,85.8484547072,0:00:00.002972,9.47252562122
001110100,010,5,0:00:06.547658,104.881163048,0:00:00.002951,10.8003371995
001110011,110,7,0:00:09.485562,68.9985949956,0:00:00.002977,7.17173060533
001110100,011,6,0:00:06.975890,85.8378976488,0:00:00.002901,8.8022855325
001110100,110,6,0:00:04.631068,68.326438601,0:00:00.096634,7.17380900981
001110100,100,5,0:00:06.552705,68.6953049306,0:00:00.002864,7.1713693455
001110100,101,6,0:00:06.263019,68.6650345716,0:00:00.256693,7.16586904058
001110100,111,7,0:00:06.191616,68.208335731,0:00:00.090551,7.16920969534
001110101,000,5,0:00:07.854547,120.144371772,0:00:00.003041,12.564379617
001110101,010,6,0:00:06.693540,104.881163048,0:00:00.002791,10.8003371995
001110101,001,6,0:00:08.566700,68.3498651406,0:00:00.002873,7.17064647887
001110101,110,7,0:00:05.881832,68.3370972854,0:00:00.003057,7.17314527619
001110101,011,7,0:00:07.538709,68.5256146747,0:00:00.002974,7.16939362982
 001110101,100,6,0:00:06.896912,68.6690471034,0:00:00.002804,7.16789635555
001110101,101,7,0:00:07.101330,67.845448521,0:00:00.002837,7.13161044293
001110101,111,8,0:00:07.095980,67.8454408503,0:00:00.002903,7.13175881058
 001110110,000,5,0:00:06.887310,120.144371772,0:00:00.048881,12.564379617
001110110,001,6,0:00:07.571302,85.8484546414,0:00:00.003045,9.47252745812
001110110,010,6,0:00:07.123439,68.5668257308,0:00:00.002971,7.16966251743
 001110110,011,7,0:00:06.049570,68.5711688777,0:00:00.002841,7.17149226326
001110110,111,8,0:00:06.653542,67.8453891755,0:00:00.002835,7.13184158418
001110110,100,6,0:00:07.766340,68.6783314288,0:00:00.002920,7.16969238139
001110111,000,6,0:00:06.336688,120.144371772,0:00:00.002844,12.564379617
001110111,001,7,0:00:06.595054,68.5143196093,0:00:00.002794,7.17131830226
001110110,101,7,0:00:08.282663,68.5851487792,0:00:00.002807,7.16831440448
001110110,110,7,0:00:08.598417,67.8454027725,0:00:00.002914,7.13202902949
001110111,100,7,0:00:04.612963,68.6980063745,0:00:00.003338,7.17169053663
001110111,011,8,0:00:07.047226,67.84544685,0:00:00.002949,7.13158726065
001111000,001,5,0:00:03.733713,85.8475019101,0:00:00.002967,9.14632841945
001110111,010,7,0:00:09.280142,68.9436824018,0:00:00.002904,7.17335719018
001110111,101,8,0:00:07.387617,67.845375763,0:00:00.002817,7.13379158902
 001111000,011,6,0:00:04.993177,99.8240224949,0:00:00.002815,10.2471503407
001111000,010,5,0:00:06.783442,104.881163048,0:00:00.090295,10.8003371995
001110111,110,8,0:00:09.072478,67.8454033011,0:00:00.002883,7.13202743321
001111000,100,5,0:00:04.534154,104.881163048,0:00:00.002798,10.8003371995
001110111,111,9,0:00:09.084423,67.8454654586,0:00:00.002891,7.13161371803
001111000,000,4,0:00:09.795635,120.144371772,0:00:00.089461,12.564379617
001111000,101,6,0:00:08.246924,85.8405637612,0:00:00.002957,9.19435390709
001111001,000,5,0:00:06.208902,120.144371772,0:00:00.002966,12.564379617
001111001,001,6,0:00:05.753039,68.6753239878,0:00:00.002933,7.21105328664
001111000,110,6,0:00:07.914384,104.791901981,0:00:00.002933,10.8022648369
001111001,100,6,0:00:05.538208,104.881163048,0:00:00.002761,10.8003371995
001111001,011,7,0:00:06.154853,69.0369227053,0:00:00.068606,7.18257292344
001111000,111,7,0:00:09.155502,85.8405465672,0:00:00.002844,9.01586579745
001111001,010,6,0:00:09.174030,104.881163048,0:00:00.002808,10.8003371995
001111010,010,6,0:00:02.497644,68.6067078679,0:00:00.003876,7.17358601862
001111001,101,7,0:00:08.033083,68.6749810487,0:00:00.002840,7.18720652928
001111001,110,7,0:00:07.791821,104.791901981,0:00:00.002922,10.8022648369
001111010,000,5,0:00:07.266176,120.144371772,0:00:00.002912,12.564379617
001111010,001,6,0:00:07.765665,85.847495175,0:00:00.159862,9.11940619696
001111010,011,7,0:00:07.384048,68.4730664761,0:00:00.002665,7.17008416255
001111010,101,7,0:00:05.124294,85.8475770653,0:00:00.003224,9.18277646166
001111010,111,8,0:00:05.015754,68.3676228279,0:00:00.002834,7.17113287184
001111001,111,8,0:00:09.781848,69.0370635625,0:00:00.002852,7.1856985911
001111010,100,6,0:00:07.363384,104.881163048,0:00:00.002868,10.8003371995
001111010,110,7,0:00:06.996872,68.4347283869,0:00:00.002798,7.17157687211
001111011,000,6,0:00:05.457963,120.144371772,0:00:00.020325,12.564379617
001111011,010,7,0:00:06.780635,68.6839688276,0:00:00.002836,7.17016575386
001111011,100,7,0:00:06.757136,104.881163048,0:00:00.002909,10.8003371995
001111011,001,7,0:00:08.616228,69.0370271723,0:00:00.103779,7.18175198169
001111011,101,8,0:00:06.977610,68.6750165803,0:00:00.002850,7.20467370709001111011,011,8,0:00:07.943645,67.8453801479,0:00:00.002901,7.13177852189

001111011,110,8,0:00:06.899810,69.0124211453,0:00:00.002934,7.17202464638
001111100,001,6,0:00:04.711853,99.8238491324,0:00:00.002796,10.4705785389
001111100,000,5,0:00:06.971537,120.144371772,0:00:00.002816,12.564379617
001111011,111,9,0:00:07.750633,67.8453391786,0:00:00.002975,7.13321555246
001111100,010,6,0:00:06.279381,104.881163048,0:00:00.002960,10.8003371995
001111100,100,6,0:00:07.357597,68.6163134384,0:00:00.032177,7.17020250797
001111100,011,7,0:00:07.696252,85.840532003,0:00:00.002937,8.99054145066
001111101,001,7,0:00:05.523187,68.6750646423,0:00:00.107019,7.20831416974
001111100,110,7,0:00:07.039879,68.6905760294,0:00:00.002954,7.17036147167
001111100,101,7,0:00:07.592367,68.6337930303,0:00:00.002914,7.16744797068
001111100,111,8,0:00:07.467101,68.4760993485,0:00:00.002939,7.16854098876
001111101,010,7,0:00:06.541833,104.881163048,0:00:00.002853,10.8003371995
001111101,000,6,0:00:08.623556,120.144371772,0:00:00.002916,12.564379617
001111101,011,8,0:00:06.358830,68.6749649637,0:00:00.002934,7.17678761027
001111101,101,8,0:00:05.744602,67.8453946815,0:00:00.002829,7.13200374591
001111110,001,7,0:00:06.283128,99.8238421706,0:00:00.002931,10.4840925986
001111110,000,6,0:00:06.870285,120.144371772,0:00:00.003018,12.564379617
001111101,110,8,0:00:07.766868,68.6518792954,0:00:00.002943,7.168110925
